id+,days_since_purchase,frequency,revenue,log_days_since_purchase,log_frequency,log_revenue,Cluster_Prediction,segment
ID4447086,281,2,243276.00,5.64,1.10,12.40,0,can not lose
ID4459524,36,2,126804.00,3.61,1.10,11.75,4,new customers with low buying ability
ID4459536,120,6,1094910.00,4.80,1.95,13.91,5,need bring back
ID4459572,15,1,124704.00,2.77,0.69,11.73,4,new customers with low buying ability
ID4459728,267,2,243276.00,5.59,1.10,12.40,0,can not lose
ID4459782,169,2,162528.00,5.14,1.10,12.00,0,can not lose
ID4460088,71,4,157974.00,4.28,1.61,11.97,4,new customers with low buying ability
ID4460160,8,8,699660.00,2.20,2.20,13.46,1,new customers with high buying ability
ID4460214,43,5,607350.00,3.78,1.79,13.32,1,new customers with high buying ability
ID4460238,85,2,307236.00,4.45,1.10,12.64,5,need bring back
ID4460250,8,9,743214.00,2.20,2.30,13.52,1,new customers with high buying ability
ID4460262,274,1,121662.00,5.62,0.69,11.71,0,can not lose
ID4460328,57,2,182604.00,4.06,1.10,12.12,4,new customers with low buying ability
ID4460658,274,2,364914.00,5.62,1.10,12.81,5,need bring back
ID4460694,106,8,1581846.00,4.67,2.20,14.27,5,need bring back
ID4460706,274,2,243300.00,5.62,1.10,12.40,0,can not lose
ID4460718,92,2,346146.00,4.53,1.10,12.75,5,need bring back
ID4460802,302,1,243276.00,5.71,0.69,12.40,0,can not lose
ID4460820,43,1,102678.00,3.78,0.69,11.54,4,new customers with low buying ability
ID4460946,323,1,121638.00,5.78,0.69,11.71,0,can not lose
ID4460976,232,2,361728.00,5.45,1.10,12.80,5,need bring back
ID4461060,288,1,39660.00,5.67,0.69,10.59,2,may lose
ID4461216,29,1,1207500.00,3.40,0.69,14.00,1,new customers with high buying ability
ID4461222,1,1,120750.00,0.69,0.69,11.70,4,new customers with low buying ability
ID4461240,64,7,3097872.00,4.17,2.08,14.95,5,need bring back
ID4476696,260,1,39672.00,5.56,0.69,10.59,2,may lose
ID4476708,225,1,121698.00,5.42,0.69,11.71,0,can not lose
ID4476834,225,1,243276.00,5.42,0.69,12.40,0,can not lose
ID4476864,8,1,61854.00,2.20,0.69,11.03,4,new customers with low buying ability
ID4476894,197,3,206418.00,5.29,1.39,12.24,0,can not lose
ID4476924,92,2,186492.00,4.53,1.10,12.14,0,can not lose
ID4477116,36,4,481548.00,3.61,1.61,13.08,1,new customers with high buying ability
ID4477260,85,2,243300.00,4.45,1.10,12.40,5,need bring back
ID4477524,253,1,243324.00,5.54,0.69,12.40,0,can not lose
ID4477590,43,8,755430.00,3.78,2.20,13.54,1,new customers with high buying ability
ID4477602,29,1,124704.00,3.40,0.69,11.73,4,new customers with low buying ability
ID4477740,43,2,85122.00,3.78,1.10,11.35,4,new customers with low buying ability
ID4477794,22,13,2345226.00,3.14,2.64,14.67,3,champions
ID4477902,211,1,121662.00,5.36,0.69,11.71,0,can not lose
ID4477920,155,1,121662.00,5.05,0.69,11.71,0,can not lose
ID4478136,64,2,242460.00,4.17,1.10,12.40,5,need bring back
ID4478160,22,7,381882.00,3.14,2.08,12.85,1,new customers with high buying ability
ID4478454,78,1,222714.00,4.37,0.69,12.31,0,can not lose
ID4478478,43,6,409830.00,3.78,1.95,12.92,1,new customers with high buying ability
ID4485774,106,1,243324.00,4.67,0.69,12.40,0,can not lose
ID4485792,64,1,61854.00,4.17,0.69,11.03,4,new customers with low buying ability
ID4485834,225,1,608490.00,5.42,0.69,13.32,5,need bring back
ID4485864,43,3,1152492.00,3.78,1.39,13.96,5,need bring back
ID4485948,127,1,121698.00,4.85,0.69,11.71,0,can not lose
ID4485978,204,1,39672.00,5.32,0.69,10.59,2,may lose
ID4486068,218,1,224556.00,5.39,0.69,12.32,0,can not lose
ID4486158,15,5,742572.00,2.77,1.79,13.52,1,new customers with high buying ability
ID4486290,211,1,39936.00,5.36,0.69,10.60,2,may lose
ID4486398,36,1,61854.00,3.61,0.69,11.03,4,new customers with low buying ability
ID4486404,22,3,427992.00,3.14,1.39,12.97,1,new customers with high buying ability
ID4486524,78,1,120762.00,4.37,0.69,11.70,0,can not lose
ID4486710,78,1,121698.00,4.37,0.69,11.71,0,can not lose
ID4486806,78,2,183114.00,4.37,1.10,12.12,0,can not lose
ID4487298,22,6,1299690.00,3.14,1.95,14.08,1,new customers with high buying ability
ID4487370,22,6,688290.00,3.14,1.95,13.44,1,new customers with high buying ability
ID4487388,1,13,3273054.00,0.69,2.64,15.00,3,champions
ID4498974,50,4,848142.00,3.93,1.61,13.65,5,need bring back
ID4499040,8,6,3172968.00,2.20,1.95,14.97,3,champions
ID4499052,99,2,608490.00,4.61,1.10,13.32,5,need bring back
ID4499124,8,1,120750.00,2.20,0.69,11.70,4,new customers with low buying ability
ID4499412,22,1,27216.00,3.14,0.69,10.21,4,new customers with low buying ability
ID4499478,15,5,646662.00,2.77,1.79,13.38,1,new customers with high buying ability
ID4499484,99,2,243396.00,4.61,1.10,12.40,0,can not lose
ID4499754,106,1,39936.00,4.67,0.69,10.60,2,may lose
ID4499838,92,1,121698.00,4.53,0.69,11.71,0,can not lose
ID4499970,106,2,185028.00,4.67,1.10,12.13,0,can not lose
ID4500156,15,3,483048.00,2.77,1.39,13.09,1,new customers with high buying ability
ID4500162,78,1,27216.00,4.37,0.69,10.21,2,may lose
ID4500276,22,3,849078.00,3.14,1.39,13.65,1,new customers with high buying ability
ID4500312,22,2,0.00,3.14,1.10,0.00,2,may lose
ID4517286,15,1,120738.00,2.77,0.69,11.70,4,new customers with low buying ability
ID4517412,36,1,59382.00,3.61,0.69,10.99,4,new customers with low buying ability
ID4517802,29,2,603810.00,3.40,1.10,13.31,1,new customers with high buying ability
ID4517808,43,1,222828.00,3.78,0.69,12.31,4,new customers with low buying ability
ID4517952,15,3,247416.00,2.77,1.39,12.42,1,new customers with high buying ability
ID4518066,29,1,120762.00,3.40,0.69,11.70,4,new customers with low buying ability
ID4518156,8,2,123708.00,2.20,1.10,11.73,4,new customers with low buying ability
ID4518204,29,1,120762.00,3.40,0.69,11.70,4,new customers with low buying ability
ID4518342,22,1,120762.00,3.14,0.69,11.70,4,new customers with low buying ability
ID4518588,15,1,724572.00,2.77,0.69,13.49,1,new customers with high buying ability
IN1800600,127,1,18900.00,4.85,0.69,9.85,2,may lose
IN1800636,15,1,15180.00,2.77,0.69,9.63,4,new customers with low buying ability
IN1801494,274,2,281802.00,5.62,1.10,12.55,0,can not lose
IN1801518,64,3,64656.00,4.17,1.39,11.08,4,new customers with low buying ability
IN1802436,29,22,3191664.00,3.40,3.14,14.98,3,champions
IN1804914,57,4,82740.00,4.06,1.61,11.32,4,new customers with low buying ability
IN1805268,134,3,376440.00,4.91,1.39,12.84,5,need bring back
IN1806126,43,1,175176.00,3.78,0.69,12.07,4,new customers with low buying ability
IN1806372,302,1,73410.00,5.71,0.69,11.20,0,can not lose
IN1806648,99,22,5025120.00,4.61,3.14,15.43,3,champions
IN1807338,323,1,140826.00,5.78,0.69,11.86,0,can not lose
IN1807500,302,1,423858.00,5.71,0.69,12.96,0,can not lose
IN1808832,288,3,92340.00,5.67,1.39,11.43,0,can not lose
IN1809138,71,1,347490.00,4.28,0.69,12.76,5,need bring back
IN1817820,176,2,81330.00,5.18,1.10,11.31,0,can not lose
IN1818024,239,6,307938.00,5.48,1.95,12.64,5,need bring back
IN1825050,148,1,21300.00,5.00,0.69,9.97,2,may lose
IN1825182,246,2,41052.00,5.51,1.10,10.62,2,may lose
IN1829196,148,1,23124.00,5.00,0.69,10.05,2,may lose
IN1831980,288,1,139680.00,5.67,0.69,11.85,0,can not lose
IN1834344,344,1,17934.00,5.84,0.69,9.79,2,may lose
IN1835412,302,1,44154.00,5.71,0.69,10.70,2,may lose
IN1835904,64,5,74274.00,4.17,1.79,11.22,4,new customers with low buying ability
IN1845990,274,1,12048.00,5.62,0.69,9.40,2,may lose
IN1848618,302,2,0.00,5.71,1.10,0.00,2,may lose
IN1848624,29,1,20130.00,3.40,0.69,9.91,4,new customers with low buying ability
IN1852518,99,1,209682.00,4.61,0.69,12.25,0,can not lose
IN1858290,260,1,21300.00,5.56,0.69,9.97,2,may lose
IN1859964,197,1,18900.00,5.29,0.69,9.85,2,may lose
IN1860216,106,4,76278.00,4.67,1.61,11.24,0,can not lose
IN1867908,295,1,21186.00,5.69,0.69,9.96,2,may lose
IN1868250,218,1,40152.00,5.39,0.69,10.60,2,may lose
IN1872678,15,6,183918.00,2.77,1.95,12.12,4,new customers with low buying ability
IN1873176,169,4,91644.00,5.14,1.61,11.43,0,can not lose
IN1874484,246,6,606270.00,5.51,1.95,13.32,5,need bring back
IN1876650,134,2,55668.00,4.91,1.10,10.93,0,can not lose
IN1880028,281,1,18660.00,5.64,0.69,9.83,2,may lose
IN1881534,309,2,35892.00,5.74,1.10,10.49,2,may lose
IN1883028,288,7,2071344.00,5.67,2.08,14.54,5,need bring back
IN1883118,36,25,4841160.00,3.61,3.26,15.39,3,champions
IN1888104,176,2,79524.00,5.18,1.10,11.28,0,can not lose
IN1896798,22,9,1012440.00,3.14,2.30,13.83,1,new customers with high buying ability
IN1897716,309,1,69888.00,5.74,0.69,11.15,0,can not lose
IN1900386,50,11,402120.00,3.93,2.48,12.90,1,new customers with high buying ability
IN1900980,274,1,278892.00,5.62,0.69,12.54,0,can not lose
IN1906938,232,1,60540.00,5.45,0.69,11.01,0,can not lose
IN1930512,22,12,268842.00,3.14,2.56,12.50,1,new customers with high buying ability
IN1932438,29,10,699570.00,3.40,2.40,13.46,1,new customers with high buying ability
IN1935336,302,3,1070610.00,5.71,1.39,13.88,5,need bring back
IN1948350,71,2,93558.00,4.28,1.10,11.45,4,new customers with low buying ability
IN2022102,43,3,1138722.00,3.78,1.39,13.95,5,need bring back
IN2039208,43,17,2206488.00,3.78,2.89,14.61,3,champions
IN2040702,134,5,79068.00,4.91,1.79,11.28,0,can not lose
IN2045142,141,2,37500.00,4.96,1.10,10.53,2,may lose
IN2047596,302,1,18900.00,5.71,0.69,9.85,2,may lose
IN2056956,323,1,140826.00,5.78,0.69,11.86,0,can not lose
IN2064414,295,2,278916.00,5.69,1.10,12.54,0,can not lose
IN2074998,337,1,15210.00,5.82,0.69,9.63,2,may lose
IN2086314,71,1,175176.00,4.28,0.69,12.07,0,can not lose
IN2088084,36,4,149082.00,3.61,1.61,11.91,4,new customers with low buying ability
IN2096928,127,3,208224.00,4.85,1.39,12.25,0,can not lose
IN2110662,141,2,187812.00,4.96,1.10,12.14,0,can not lose
IN2111100,1,141,6584988.00,0.69,4.96,15.70,3,champions
IN2143428,204,1,175878.00,5.32,0.69,12.08,0,can not lose
IN2157522,295,1,24336.00,5.69,0.69,10.10,2,may lose
IN2160984,8,25,654000.00,2.20,3.26,13.39,1,new customers with high buying ability
IN2164890,15,29,1472682.00,2.77,3.40,14.20,3,champions
IN2167920,106,2,148482.00,4.67,1.10,11.91,0,can not lose
IN2168274,92,6,348714.00,4.53,1.95,12.76,5,need bring back
IN2168526,120,1,15210.00,4.80,0.69,9.63,2,may lose
IN2177898,106,1,23118.00,4.67,0.69,10.05,2,may lose
IN2183592,267,2,872982.00,5.59,1.10,13.68,5,need bring back
IN2209032,85,4,109344.00,4.45,1.61,11.60,4,new customers with low buying ability
IN2406612,337,1,72192.00,5.82,0.69,11.19,0,can not lose
IN2408454,36,2,238584.00,3.61,1.10,12.38,4,new customers with low buying ability
IN2415486,232,1,18900.00,5.45,0.69,9.85,2,may lose
IN2420028,358,1,140826.00,5.88,0.69,11.86,0,can not lose
IN2425956,134,10,448962.00,4.91,2.40,13.01,5,need bring back
IN2434638,190,3,1012680.00,5.25,1.39,13.83,5,need bring back
IN2440248,232,2,191346.00,5.45,1.10,12.16,0,can not lose
IN2441604,281,2,19908.00,5.64,1.10,9.90,2,may lose
IN2458764,351,1,17934.00,5.86,0.69,9.79,2,may lose
IN2467656,71,1,175176.00,4.28,0.69,12.07,0,can not lose
IN2474712,64,2,25848.00,4.17,1.10,10.16,2,may lose
IN2483928,22,3,620466.00,3.14,1.39,13.34,1,new customers with high buying ability
IN2502858,36,14,294600.00,3.61,2.71,12.59,1,new customers with high buying ability
IN2688804,176,14,2202528.00,5.18,2.71,14.61,5,need bring back
IN2791500,211,1,174504.00,5.36,0.69,12.07,0,can not lose
IN2795346,113,2,304152.00,4.74,1.10,12.63,5,need bring back
IN2808984,29,9,204558.00,3.40,2.30,12.23,1,new customers with high buying ability
IN2811492,22,1,347724.00,3.14,0.69,12.76,4,new customers with low buying ability
IN2822298,309,1,17808.00,5.74,0.69,9.79,2,may lose
IN2850744,288,1,146832.00,5.67,0.69,11.90,0,can not lose
IN2977356,50,1,70140.00,3.93,0.69,11.16,4,new customers with low buying ability
IN2985162,211,1,18750.00,5.36,0.69,9.84,2,may lose
IN3068682,50,2,210768.00,3.93,1.10,12.26,4,new customers with low buying ability
IN3072030,57,5,84072.00,4.06,1.79,11.34,4,new customers with low buying ability
IN3379254,141,1,18900.00,4.96,0.69,9.85,2,may lose
IN3384888,92,5,683478.00,4.53,1.79,13.43,5,need bring back
IN3388710,22,1,175176.00,3.14,0.69,12.07,4,new customers with low buying ability
IN3390750,323,1,41478.00,5.78,0.69,10.63,2,may lose
IN3395706,288,1,138744.00,5.67,0.69,11.84,0,can not lose
IN3465774,92,2,222690.00,4.53,1.10,12.31,0,can not lose
IN3468354,36,6,67074.00,3.61,1.95,11.11,4,new customers with low buying ability
IN3474858,330,2,281652.00,5.80,1.10,12.55,0,can not lose
IN3484560,225,1,70068.00,5.42,0.69,11.16,0,can not lose
IN3487524,302,1,18414.00,5.71,0.69,9.82,2,may lose
IN3501522,239,1,15900.00,5.48,0.69,9.67,2,may lose
IN3508446,36,9,2219652.00,3.61,2.30,14.61,1,new customers with high buying ability
IN3509064,78,6,1186008.00,4.37,1.95,13.99,5,need bring back
IN3537300,323,2,364830.00,5.78,1.10,12.81,0,can not lose
IN3549264,358,1,555666.00,5.88,0.69,13.23,5,need bring back
IN3575622,36,1,70140.00,3.61,0.69,11.16,4,new customers with low buying ability
IN3651948,36,2,93012.00,3.61,1.10,11.44,4,new customers with low buying ability
IN3652170,29,1,85080.00,3.40,0.69,11.35,4,new customers with low buying ability
IN3663846,239,2,148734.00,5.48,1.10,11.91,0,can not lose
IN3669114,43,1,9030.00,3.78,0.69,9.11,2,may lose
IN3695742,43,2,351054.00,3.78,1.10,12.77,5,need bring back
IN3699336,358,1,17736.00,5.88,0.69,9.78,2,may lose
IN3719574,148,1,20142.00,5.00,0.69,9.91,2,may lose
IN3725616,57,3,89466.00,4.06,1.39,11.40,4,new customers with low buying ability
IN3725622,148,1,174066.00,5.00,0.69,12.07,0,can not lose
IN3728298,295,2,22002.00,5.69,1.10,10.00,2,may lose
IN3735276,127,1,15900.00,4.85,0.69,9.67,2,may lose
IN3751590,148,1,23292.00,5.00,0.69,10.06,2,may lose
IN3765546,330,1,139242.00,5.80,0.69,11.84,0,can not lose
IN3769038,120,1,423144.00,4.80,0.69,12.96,5,need bring back
IN3782592,15,13,656658.00,2.77,2.64,13.39,1,new customers with high buying ability
IN3786234,99,1,175878.00,4.61,0.69,12.08,0,can not lose
IN3788082,288,1,9954.00,5.67,0.69,9.21,2,may lose
IN3798696,239,2,260826.00,5.48,1.10,12.47,0,can not lose
IN3799698,358,2,362136.00,5.88,1.10,12.80,0,can not lose
IN3803436,8,213,24822156.00,2.20,5.37,17.03,3,champions
IN3815586,36,1,175176.00,3.61,0.69,12.07,4,new customers with low buying ability
IN3817134,316,2,27300.00,5.76,1.10,10.21,2,may lose
IN3823296,232,2,34290.00,5.45,1.10,10.44,2,may lose
IN3826596,134,1,173724.00,4.91,0.69,12.07,0,can not lose
IN3856176,330,1,83862.00,5.80,0.69,11.34,0,can not lose
IN3858696,50,1,70350.00,3.93,0.69,11.16,4,new customers with low buying ability
IN3879912,15,21,356814.00,2.77,3.09,12.78,1,new customers with high buying ability
IN3897096,64,1,173052.00,4.17,0.69,12.06,4,new customers with low buying ability
IN3915270,330,1,209658.00,5.80,0.69,12.25,0,can not lose
IN3924090,232,1,18702.00,5.45,0.69,9.84,2,may lose
IN3926118,29,11,785142.00,3.40,2.48,13.57,1,new customers with high buying ability
IN3930738,337,1,140826.00,5.82,0.69,11.86,0,can not lose
IN3965454,78,1,18972.00,4.37,0.69,9.85,2,may lose
IN3974274,22,27,917664.00,3.14,3.33,13.73,1,new customers with high buying ability
IN4005414,274,2,842538.00,5.62,1.10,13.64,5,need bring back
IN4012614,134,2,297726.00,4.91,1.10,12.60,5,need bring back
IN4024182,316,1,140826.00,5.76,0.69,11.86,0,can not lose
IN4024290,204,1,18900.00,5.32,0.69,9.85,2,may lose
IN4024740,288,3,127998.00,5.67,1.39,11.76,0,can not lose
IN4025160,190,1,175878.00,5.25,0.69,12.08,0,can not lose
IN4047504,309,1,83898.00,5.74,0.69,11.34,0,can not lose
IN4091016,316,3,2309682.00,5.76,1.39,14.65,5,need bring back
IN4091328,365,1,17934.00,5.90,0.69,9.79,2,may lose
IN4115070,316,1,72966.00,5.76,0.69,11.20,0,can not lose
IN4128786,155,2,37800.00,5.05,1.10,10.54,2,may lose
IN4142844,169,3,207636.00,5.14,1.39,12.24,0,can not lose
IN4179204,288,1,146832.00,5.67,0.69,11.90,0,can not lose
IN4194858,204,1,175878.00,5.32,0.69,12.08,0,can not lose
IN4211268,176,1,18858.00,5.18,0.69,9.84,2,may lose
IN4224924,36,3,92592.00,3.61,1.39,11.44,4,new customers with low buying ability
IN4253496,78,1,174192.00,4.37,0.69,12.07,0,can not lose
IN4260492,267,1,166272.00,5.59,0.69,12.02,0,can not lose
IN4275324,155,3,34410.00,5.05,1.39,10.45,2,may lose
IN4287690,176,1,174504.00,5.18,0.69,12.07,0,can not lose
IN4294542,134,1,19074.00,4.91,0.69,9.86,2,may lose
IN4322448,288,1,29730.00,5.67,0.69,10.30,2,may lose
IN4324950,22,6,257760.00,3.14,1.95,12.46,1,new customers with high buying ability
IN4325640,36,8,114756.00,3.61,2.20,11.65,4,new customers with low buying ability
IN4326906,29,1,69102.00,3.40,0.69,11.14,4,new customers with low buying ability
IN4333050,239,1,175878.00,5.48,0.69,12.08,0,can not lose
IN4347600,344,1,17796.00,5.84,0.69,9.79,2,may lose
IN4356510,1,111,12350286.00,0.69,4.72,16.33,3,champions
IN4358034,176,2,37650.00,5.18,1.10,10.54,2,may lose
IN4358088,78,4,98664.00,4.37,1.61,11.50,4,new customers with low buying ability
IN4366314,78,1,74850.00,4.37,0.69,11.22,4,new customers with low buying ability
IN4376604,50,1,1938.00,3.93,0.69,7.57,2,may lose
IN4381500,155,1,70140.00,5.05,0.69,11.16,0,can not lose
IN4407978,302,1,79644.00,5.71,0.69,11.29,0,can not lose
IN4407984,15,28,4446810.00,2.77,3.37,15.31,3,champions
IN4425336,113,1,23118.00,4.74,0.69,10.05,2,may lose
IN4432068,344,1,83844.00,5.84,0.69,11.34,0,can not lose
IN4450740,281,1,140130.00,5.64,0.69,11.85,0,can not lose
IN4467312,1,161,56183370.00,0.69,5.09,17.84,3,champions
IN4495200,113,3,1718916.00,4.74,1.39,14.36,5,need bring back
IN4511844,57,1,15780.00,4.06,0.69,9.67,2,may lose
IQ1988478,316,2,159300.00,5.76,1.10,11.98,0,can not lose
IQ1988574,1,49,719814.00,0.69,3.91,13.49,3,champions
IQ1988784,274,1,80118.00,5.62,0.69,11.29,0,can not lose
IQ1991442,1,103,3181356.00,0.69,4.64,14.97,3,champions
IQ2037900,232,1,170166.00,5.45,0.69,12.04,0,can not lose
IQ2076576,337,1,45666.00,5.82,0.69,10.73,2,may lose
IQ2185884,57,6,67566.00,4.06,1.95,11.12,4,new customers with low buying ability
IQ2194500,330,3,62676.00,5.80,1.39,11.05,0,can not lose
IQ2409246,204,1,54150.00,5.32,0.69,10.90,0,can not lose
IQ241250706,36,3,319038.00,3.61,1.39,12.67,1,new customers with high buying ability
IQ2414106,36,1,189096.00,3.61,0.69,12.15,4,new customers with low buying ability
IQ241857888,225,1,45600.00,5.42,0.69,10.73,2,may lose
IQ241902156,120,1,10380.00,4.80,0.69,9.25,2,may lose
IQ2691852,274,1,189732.00,5.62,0.69,12.15,0,can not lose
IQ3018672,204,1,79770.00,5.32,0.69,11.29,0,can not lose
IQ4264722,8,52,791136.00,2.20,3.97,13.58,1,new customers with high buying ability
IQ4283886,64,3,134988.00,4.17,1.39,11.81,4,new customers with low buying ability
IR2617782,295,2,28488.00,5.69,1.10,10.26,2,may lose
IR2619342,253,1,42678.00,5.54,0.69,10.66,2,may lose
IR2619540,302,4,78882.00,5.71,1.61,11.28,0,can not lose
IR2620086,15,7,105798.00,2.77,2.08,11.57,4,new customers with low buying ability
IR2620326,64,1,19632.00,4.17,0.69,9.88,2,may lose
IR2620524,295,1,26352.00,5.69,0.69,10.18,2,may lose
IR2620812,43,3,101712.00,3.78,1.39,11.53,4,new customers with low buying ability
IR2620914,169,1,13128.00,5.14,0.69,9.48,2,may lose
IR2622396,218,1,12696.00,5.39,0.69,9.45,2,may lose
IR2622972,190,1,14190.00,5.25,0.69,9.56,2,may lose
IR2623296,29,3,41292.00,3.40,1.39,10.63,4,new customers with low buying ability
IR2623326,295,1,14226.00,5.69,0.69,9.56,2,may lose
IR2623446,162,2,22014.00,5.09,1.10,10.00,2,may lose
IR2623512,50,1,14214.00,3.93,0.69,9.56,2,may lose
IR2623602,64,2,39534.00,4.17,1.10,10.58,4,new customers with low buying ability
IR2623704,36,4,79362.00,3.61,1.61,11.28,4,new customers with low buying ability
IR2624142,99,3,139668.00,4.61,1.39,11.85,0,can not lose
IR2624550,141,1,14244.00,4.96,0.69,9.56,2,may lose
IR2624634,1,2,27324.00,0.69,1.10,10.22,4,new customers with low buying ability
IR2624820,29,3,40560.00,3.40,1.39,10.61,4,new customers with low buying ability
IR2626566,92,1,12702.00,4.53,0.69,9.45,2,may lose
IR2626902,330,1,13176.00,5.80,0.69,9.49,2,may lose
IR2627364,22,1,12654.00,3.14,0.69,9.45,4,new customers with low buying ability
IR2627550,155,1,13134.00,5.05,0.69,9.48,2,may lose
IR2628006,36,5,73230.00,3.61,1.79,11.20,4,new customers with low buying ability
IR2628108,99,1,13134.00,4.61,0.69,9.48,2,may lose
